32,1DMA -0.50-1.25/10 (8.5) DIAG LENTE,JOHNSON & JOHNSON,J001C6R,1,3580682,1214/2019,21/10/2019,SÃO PAULO,SP
33,1DMA -0.50-1.25/180 (8.5) DIAG LENTE,JOHNSON & JOHNSON,6412840104,1,3580682,1214/2019,21/10/2019,SÃO PAULO,SP
34,1DMA -0.50-1.25/180 (8.5) DIAG LENTE,JOHNSON & JOHNSON,6412840104,1,3580682,1214/2019,21/10/2019,SÃO PAULO,SP
35,1DMA -3.00-0.75/110 (8.5) DIAG LENTE,JOHNSON & JOHNSON,1475880104,1,3580682,1214/2019,21/10/2019,SÃO PAULO,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
36,1DMA -3.00-0.75/110 (8.5) DIAG LENTE,JOHNSON & JOHNSON,1475880104,1,3580682,1214/2019,21/10/2019,SÃO PAULO,SP
37,1DMA -3.50-1.25/60 (8.5) DIAG LENTE,JOHNSON & JOHNSON,B00KSVW,1,3580682,1214/2019,21/10/2019,SÃO PAULO,SP
38,1DMA -3.50-1.25/60 (8.5) DIAG LENTE,JOHNSON & JOHNSON,B00KSVW,1,3580682,1214/2019,21/10/2019,SÃO PAULO,SP
39,1DMA -4.50-1.75/90 (8.5) DIAG LENTE,JOHNSON & JOHNSON,B00P92Z,1,3485235,NA,06/08/2019,SÃO PAULO,SP
40,1DMA -5.00-0.75/60 (8.5) DIAG LENTE,JOHNSON & JOHNSON,B00K9J2,1,3485235,NA,06/08/2019,SÃO PAULO,SP
41,1-DTRUEYE -1.75 (8.5)   LEN CON DES,JOHNSON & JOHNSON,535857011300000240,1,3451634,00121/2019.100678-3,27/07/2019,IPIXUNA DO PARÁ,PA
42,1-DTRUEYE -1.75 (8.5)   LEN CON DES,JOHNSON & JOHNSON,535857011300000262,1,3451634,00121/2019.100678-3,27/07/2019,IPIXUNA DO PARÁ,PA
43,1-DTRUEYE -1.75 (8.5)   LEN CON DES,JOHNSON & JOHNSON,535857011300000292,1,3451634,00121/2019.100678-3,27/07/2019,IPIXUNA DO PARÁ,PA
44,1-DTRUEYE -1.75 (8.5)   LEN CON DES,JOHNSON & JOHNSON,535857011300000314,1,3451634,00121/2019.100678-3,27/07/2019,IPIXUNA DO PARÁ,PA
45,250 MIXING CUP CONJUNTO,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",LM235975,1,000027289,2976/2019,04/05/2019,GUARULHOS,SP
46,250 MIXING CUP CONJUNTO,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",LM235975,4,000027253,2976/2019,04/05/2019,GUARULHOS,SP
47,250 MIXING CUP CONJUNTO,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",LM235975,1,000027287,2976/2019,04/05/2019,GUARULHOS,SP
48,250 MIXING CUP CONJUNTO,ORTHO CLINICAL DIAGNOSTICOS,LM235975,4,27253,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
49,7500048 NOVOGINE 32G X 4MM 7PCS,"NOVO NORDISK FARMACÊUTICA DOBRASIL LTDA",18G16X,500 CARTUCHOS,000132077,021-09569/2019,11/09/2019,RIO DE JANEIRO,RJ
50,7500048 NOVOGINE 32G X 4MM 7PCS,"NOVO NORDISK FARMACÊUTICA DOBRASIL LTDA",18G16X,500 CARTUCHOS,132049,021-09569/2019,11/09/2019,RIO DE JANEIRO,RJ
51,7500048 NOVOGINE 32G X 4MM 7PCS,"NOVO NORDISK FARMACÊUTICA DOBRASIL LTDA",18G16X,500 CARTUCHOS,132005,021-09569/2019,11/09/2019,RIO DE JANEIRO,RJ
52,"AA0CR30G - ALGODÃO 0 AG 3/8 CIL 3,0 - 75CM",BIOLINE FIOS CIRÚRGICOS LTDA,2019000954,24 ENVELOPES,77551,11727650,29/08/2019,APARECIDA DE GOIÂNIA,GO
53,AA0SA45 - ALGODÃO 0 S/AG 15X45 CM,BIOLINE FIOS CIRÚRGICOS LTDA,2018007067,48 ENVELOPES,77551,11727650,29/08/2019,APARECIDA DE GOIÂNIA,GO
54,AA20SA45 - ALGODÃO 2-0 S/AG 15X45CM,BIOLINE FIOS CIRÚRGICOS LTDA,2018005068,24 ENVELOPES,68518,201.913.794,14/01/2019,VÁRZEA GRANDE,MT
55,AA30SA45 - ALGODÃO 3-0 S/AG 15X45CM,BIOLINE FIOS CIRÚRGICOS LTDA,2017006705,24 ENVELOPES,68518,201.913.794,14/01/2019,VÁRZEA GRANDE,MT
56,"ABS1MR37R - ABS PGA 1 AG 1/2 CIL 3,7-70CM",BIOLINE FIOS CIRÚRGICOS LTDA,2018007429,36 ENVELOPES,68518,201.913.794,14/01/2019,VÁRZEA GRANDE,MT
57,"ABS20MR37R - ABS PGA 2-0 AG 1/2 CIL 3,7 - 70CM",BIOLINE FIOS CIRÚRGICOS LTDA,2019001184,72 ENVELOPES,78113,2019/993821,23/08/2019,"RUA FELICIO LAKOSKI,RIVIERA, No 499, CURITIBA,",-
58,ACUVUE2* +150 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003N251B8,1,3528280-1,059-14019/2019,06/09/2019,DUQUE DECAXIAS,RJ
59,ACUVUE2* +200 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003NN026S,1,3427587,059-08533/2019,03/06/2019,DUQUE DE CAXIAS,RJ
60,ACUVUE2* +225 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003NHH5CW,1,3528280-1,059-14019/2019,06/09/2019,DUQUE DECAXIAS,RJ
61,ACUVUE2* -150 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003WNS31Z,1,3528280-1,059-14019/2019,06/09/2019,DUQUE DECAXIAS,RJ
62,ACUVUE2* -175 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00RD614QZ,1,3427587,059-08533/2019,03/06/2019,DUQUE DE CAXIAS,RJ
63,ACUVUE2* -200 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00RP8P630,1,3451669,NA,26/07/2019,MAJÉ,RJ
64,ACUVUE2* -275 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XL010N,1,3596669,042-08971/2019,04/11/2019,RIO DE JANEIRO,RJ
65,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00RMGQ1DX,1,3528280-1,059-14019/2019,06/09/2019,DUQUE DECAXIAS,RJ
66,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00RNBB7XZ,1,3427587,059-08533/2019,03/06/2019,DUQUE DE CAXIAS,RJ
67,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003Z5Q8XH,1,3596669,042-08971/2019,04/11/2019,RIO DE JANEIRO,RJ
68,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003Z5Q8XT,1,3596669,042-08971/2019,04/11/2019,RIO DE JANEIRO,RJ
69,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003Z5Q8XN,1,3596669,042-08971/2019,04/11/2019,RIO DE JANEIRO,RJ
70,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00RMGS3QK,1,3427587,059-08533/2019,03/06/2019,DUQUE DE CAXIAS,RJ
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
71,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003VMQ85M,1,3580864,1214/2019,21/10/2019,SÃO PAULO,SP
72,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003VMQ85S,1,3580864,1214/2019,21/10/2019,SÃO PAULO,SP
73,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003VMQ85M,1,3580864,1214/2019,21/10/2019,SÃO PAULO,SP
74,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003VMQ85S,1,3580864,1214/2019,21/10/2019,SÃO PAULO,SP
75,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003VMN2QN,1,3596669,042-08971/2019,04/11/2019,RIO DE JANEIRO,RJ
76,ACUVUE2* -550 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00RLQJBX1,1,3427587,059-08533/2019,03/06/2019,DUQUE DE CAXIAS,RJ
77,ACUVUE2* -575 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003WK66WT,1,3596669,042-08971/2019,04/11/2019,RIO DE JANEIRO,RJ
78,ACUVUE2* -800 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003J3Z2RJ,1,3427587,059-08533/2019,03/06/2019,DUQUE DE CAXIAS,RJ
79,ACUVUE2* -850 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003S5M3WD,1,3427587,059-08533/2019,03/06/2019,DUQUE DE CAXIAS,RJ
80,ACUVUE2* -900 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003RKC60K,1,3385266,NA,06/06/2019,RIO DE JANEIRO,RJ
81,ACUVUE2*-1000 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L002ZVW9C5,1,3385266,NA,06/06/2019,RIO DE JANEIRO,RJ
82,ACUVUE2*-1200 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003Q5000C,1,3333506-1,NA,07/05/2019,PETRÓPOLIS,RJ
83,ACUVUE2*-1200 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003Q5000J,1,3333506-1,NA,07/05/2019,PETRÓPOLIS,RJ
84,Adaptador para Conexão Torque,DentsCare,180399,1,8523,2019-041578938-014,27/08/2019,BELO HORIZONTE,MG
85,"Adaptador tipo cotovelo, pacote 10pcs","CEMA Hospital Especializado Limitada/TBI Transportes Brasil Integrados Ltda.",7100891,1,6208,271/2019,23/01/2018,SÃO PAULO,SP
86,"AGULHA DESC. 20X0,55MM C/100",SR,2120M4,5,332429,026-03551/2019-01,19/07/2019,RIO DE JANEIRO,RJ
87,"AGULHA DESC. 25X0,7MM C/100",SOLIDOR,53218011,5,332429,026-03551/2019-01,19/07/2019,RIO DE JANEIRO,RJ
88,"AGULHA DESC. 30X0,7MM C/100",-,55117122,14,351052,1676/2019,30/08/2019,HORTOLÂNDIA,SP
89,"AGULHA PARA ACUPUNTURA UNIQMED 0,25X25MM",SG TECNOLOGIA CLÍNICA LTDA,151926,4,1379,1732/2019,30/07/2019,SÃO MIGUEL PAULISTA,SP
90,"AGULHA PARA ACUPUNTURA UNIQMED 0,25X30MM",SG TECNOLOGIA CLÍNICA LTDA,431826,4,1379,1732/2019,30/07/2019,SÃO MIGUEL PAULISTA,SP
91,AH PLUS KIT,Dentsply Ind. e Com. Ltda.,359764,2,38222,01398_2019,25.02.2019,RIO DE JANEIRO,RJ
92,AH PLUS KIT,Dentsply Ind. e Com. Ltda.,359764,4,38222,01398_2019,25.02.2019,RIO DE JANEIRO,RJ
93,AK30 AMIKACIN,Phadia Diagnósticos Ltda.,2536442,5,33123,021-11309/2019,30/10/2019,RIO DE JANEIRO,RJ
94,ALBUMINA - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",2533555678,2,000027289,2976/2019,04/05/2019,GUARULHOS,SP
95,ALCOOL ANTISEPTICO 70 ALMOTOLIA 100ML,FARMAX,12 FR,-,3316628,039-03693/2019,08/05/2019,RIO DE JANEIIRO,RJ
96,ALCOOL SWAB UNIQMED,SG TECNOLOGIA CLÍNICA LTDA,E1132,10,1379,1732/2019,30/07/2019,SÃO MIGUEL PAULISTA,SP
97,ALKP - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",2105115793,1,000027289,2976/2019,04/05/2019,GUARULHOS,SP
98,ALKP - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",2105115793,1,000027287,2976/2019,04/05/2019,GUARULHOS,SP
99,"Allcem A 1 BASE 2,5 GR",DentsCare LTDA,60219,6,53009,2258/2019,24/06/2019,SÃO PAULO,SP
100,"Allcem A 1 BASE 2,5 GR",DentsCare LTDA,60219,2,53009,2258/2019,24/06/2019,SÃO PAULO,SP
101,"Allcem A 2 BASE 2,5 GR",DentsCare LTDA,80319,6,53009,2258/2019,24/06/2019,SÃO PAULO,SP
102,"Allcem A 2 BASE 2,5 GR",DentsCare LTDA,80319,2,53009,2258/2019,24/06/2019,SÃO PAULO,SP
103,"Allcem A1 base 2,5 gr",Dentscare Ltda,231018,10,39809,-,-,Campo dos Goytacazes,RJ
104,"Allcem Catalisador 2,5 gr",Dentscare Ltda,40718,7,39809,-,-,Campo dos Goytacazes,RJ
105,"Allcem Catalisador 2,5 gr",Dentscare Ltda,120918,17,39809,-,-,Campo dos Goytacazes,RJ
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
106,"Allcem Catalisador 2,5GR",DentsCare LTDA,210319,12,53009,2258/2019,24/06/2019,SÃO PAULO,SP
107,"Allcem Catalisador 2,5GR",DentsCare LTDA,210319,4,53009,2258/2019,24/06/2019,SÃO PAULO,SP
108,Allcem Core A1 - 6 GR,DentsCare LTDA,240419,15,53009,2258/2019,24/06/2019,SÃO PAULO,SP
109,Allcem Core A2 - 6 GR,DentsCare LTDA,60519,10,53009,2258/2019,24/06/2019,SÃO PAULO,SP
110,"Allcem Veneer APS A1 Refil 2,5 gr",Dentscare Ltda,200818,2,39809,-,-,Campo dos Goytacazes,RJ
111,"Allcem Veneer APS A1 Refil 2,5G",DentsCare LTDA,180419,1,53009,2258/2019,24/06/2019,SÃO PAULO,SP
112,"Allcem Veneer APS A2 Refil 2,5 gr",Dentscare Ltda,20518,2,39809,-,-,Campo dos Goytacazes,RJ
113,"Allcem Veneer APS A3 Refil 2,5 gr",Dentscare Ltda,120118,2,39809,-,-,Campo dos Goytacazes,RJ
114,Allcem Veneer Try-In A1 Refil 2 gr,Dentscare Ltda,290318,2,39809,-,-,Campo dos Goytacazes,RJ
115,Allcem Veneer Try-In A2 Refil 2 gr,Dentscare Ltda,90518,2,39809,-,-,Campo dos Goytacazes,RJ
116,Allcem Veneer Try-In A3 Refil 2 gr,Dentscare Ltda,181017,2,39809,-,-,Campo dos Goytacazes,RJ
117,ALP IFCC GEN2 200T COBAS C,ROCHE DIAGNOSTICA BRASIL,38468101,1,394776,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
118,ALTV REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0232076426,10,000027322,2976/2019,04/05/2019,GUARULHOS,SP
119,ALTV REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0232076426,2,000027289,2976/2019,04/05/2019,GUARULHOS,SP
120,ALTV REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0232076426,2,000027287,2976/2019,04/05/2019,GUARULHOS,SP
121,Ambar 4 ML,DentsCare LTDA,210519,50,53009,2258/2019,24/06/2019,SÃO PAULO,SP
122,Ambar 4 ML,DentsCare LTDA,210519,5,53009,2258/2019,24/06/2019,SÃO PAULO,SP
123,Ambar Universal APS 5ML,Dentscare Ltda,290118,5,39809,-,-,Campo dos Goytacazes,RJ
124,AMC30 AMOXY CLAV ACID,Phadia Diagnósticos Ltda.,2539799,11,33123,021-11309/2019,30/10/2019,RIO DE JANEIRO,RJ
125,AMH PLUS CS ELECSYS,ROCHE DIAGNOSTICA BRASIL,35751001,1,394798,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
126,AMH PLUS ELECSYS COBAS E 100,ROCHE DIAGNOSTICA BRASIL,36981701,1,395108,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
127,AMILASE - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0203564950,2,000027302,2976/2019,04/05/2019,GUARULHOS,SP
128,AMILASE - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0203564950,1,000027289,2976/2019,04/05/2019,GUARULHOS,SP
129,AMONIA - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",1702487491,1,000027287,2976/2019,04/05/2019,GUARULHOS,SP
130,AMP10 AMPICILLIN,Phadia Diagnósticos Ltda.,2529217,11,33123,021-11309/2019,30/10/2019,RIO DE JANEIRO,RJ
131,"AMPLIFICADOR DE OXIDO DE RUTHENIUM P/ EQUIP DERESSONANCIA MAGNETICA (M500AS)","GE HEALTHCARE DO BRASIL COM ESERV",-,1,691287,2976/2019 - 809/2019,04/05/2019,Guarulhos,SP
132,AMPLIFICADOR DE RADIO FREQUENCIA UTILIZADO EM APAR,GE HEALTHCARE DO BRASIL,-,2,691164,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
133,AMPLIFICADOR DE RADIO FREQUENCIA UTILIZADO EM APAR,GE HEALTHCARE DO BRASIL,-,2,691164,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
134,Análogo Implante Friccional (Latão),Dentscare,61115,1,143618,2019/215905,20/02/2019,Cutitiba,PR
135,Análogo Munhão 3x4mm (Latão),Dentscare,60116,1,143618,2019/215905,20/02/2019,Cutitiba,PR
136,Análogo Munhão 3x6mm (Latão),Dentscare,291015,1,143618,2019/215905,20/02/2019,Cutitiba,PR
137,"Análogo Munhão 4,2x6mm (Latão)",Dentscare,161704,1,143618,2019/215905,20/02/2019,Cutitiba,PR
138,Análogo Para Pilar Aparafusável Não Angulável (Latão),Dentscare,161115,1,143618,2019/215905,20/02/2019,Cutitiba,PR
139,Análogo Pilar Aparafusável Angulável (Latão),Dentscare,-,1,143618,2019/215905,20/02/2019,Cutitiba,PR
140,"ÂNCORA - 5,0MM TITÂNIO - IOL","DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",724/15,2,1515,3071/2019,23/07/2019,SÃO PAULO,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
141,"ÂNCORA - IOL 5,0MM 2 FIO FIBER","DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",04198/18,1,75696,3071/2019,23/07/2019,SÃO PAULO,SP
142,"ÂNCORA - IOL 5,0MM 2 FIO FIBER","DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",02534/18,3,74180,3071/2019,23/07/2019,SÃO PAULO,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
143,"ÂNCORA EM PEEK 3,2 COM FIO FIBER","DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",PIMP1069,3,15598,3071/2019,23/07/2019,SÃO PAULO,SP
144,"Aparelho para Monitoramento de Gás das vias respiratórias sendo umabarreira de filtro impermeável que ajuda a impedir a entrada de água,secreções ou partículas no monitor","CEMA Hospital Especializado Limitada/TBI Transportes Brasil Integrados Ltda.",7100891,1,6208,271/2019,23/01/2018,SÃO PAULO,SP
145,ARC HBEAG RGT 100 TEST,Abbott Laboratorios do Brasil Ltda,05084BE00,5,411875,021-11309/2019,30/10/2019,"Via Linha Amarela, 00 BairroBonsucesso, Rio de Janeiro RJ",RJ
146,Arcflex 2 UN M/G,DentsCare LTDA,130519,3,53009,2258/2019,24/06/2019,SÃO PAULO,SP
147,Arcflex M,Dentscare Ltda,180418,24,39809,-,-,Campos dos Goytacazes,RJ
148,ARCH TESTOSTERONA 2ND GERAÇÃO REAG 400T,"ABBOTT LABORATORIOS DO BRASILLTDA",10766UP00,3,378792,2976/2019 - 809/2019,04/05/2019,Guarulhos,SP
149,ARCHITECT ANTI-HBE REAGENTE 100 TESTES,Abbott Laboratorios do Brasil Ltda,03011BE01,4,411876,021-11309/2019,30/10/2019,"Via Linha Amarela, 00 BairroBonsucesso, Rio de Janeiro RJ",RJ
150,ARCHITECT ANTI-HCV REAGENTES 100 TESTES,"ABBOTT LABORATORIOS DO BRASILLTDA",01805BE00,10,375907,2976/2019 - 809/2019,04/05/2019,Guarulhos,SP
151,ARCHITECT CMV IgG REAGENTES,Abbott Laboratorios do Brasil Ltda,02130FN00,1,411876,021-11309/2019,30/10/2019,"Via Linha Amarela, 00 BairroBonsucesso, Rio de Janeiro RJ",RJ
152,ARCHITECT CMV IgM REAGENTES 500 TESTES,Abbott Laboratorios do Brasil Ltda,03335FN00,1,411876,021-11309/2019,30/10/2019,"Via Linha Amarela, 00 BairroBonsucesso, Rio de Janeiro RJ",RJ
153,ARCHITECT HIV AG/AB COMBO REAG 2000 T,Abbott Laboratorios do Brasil Ltda,02262BE00,1,411875,021-11309/2019,30/10/2019,"Via Linha Amarela, 00 BairroBonsucesso, Rio de Janeiro RJ",RJ
154,ARCHITECT REACTION VESSELS RV,Abbott Laboratorios do Brasil Ltda,90524,10,314127,18020129B01,26/03/2019,"Porto Real/RJ, no km 293 da BR116",RJ
155,ARCHITECT SOLUCAO PRETRIGGER,Abbott Laboratorios do Brasil Ltda,02272FN00,2,411875,021-11309/2019,30/10/2019,"Via Linha Amarela, 00 BairroBonsucesso, Rio de Janeiro RJ",RJ
156,ARCHITECT SOLUCAO TRIGGER,Abbott Laboratorios do Brasil Ltda,79011FN00,5,314127,18020129B01,26/03/2019,"Porto Real/RJ, no km 293 da BR116",-
157,ARCHITECT TAMPAO LAVAGEM,Abbott Laboratorios do Brasil Ltda,79278FN00,10,314127,18020129B01,26/03/2019,"Porto Real/RJ, no km 293 da BR116",-
158,Arco em C Móvel Radiográfico (Modelo: Brivo OEC 785),"GE Healthcare do Brasil Comércio eServiço para Equipamento Médico-",1324SX3,1,6208,271/2019,23/01/2018,SÃO PAULO,SP
159,AST - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",2333775643,2,000027289,2976/2019,04/05/2019,GUARULHOS,SP
