53,"ACEBROFILINA 50MG/5ML XPE FR120ML","CIMED INDÚSTRIA DEMEDICAMENTOS LTDA",LOTE: 1609948,"690CARTUCHOS",60952,918-00943/2016,23/9/2016,"ETR RIO DOURO 801, BL 01 -PQ COLUMBIA - PAVUNA - RIODE JANEIRO/RJ"
54,"ACEBROFILINA 50MG/5ML XPE FR120ML","CIMED INDÚSTRIA DEMEDICAMENTOS LTDA",LOTE: 1609949,"2010CARTUCHOS",60952,918-00943/2016,23/9/2016,"ETR RIO DOURO 801, BL 01 -PQ COLUMBIA - PAVUNA - RIODE JANEIRO/RJ"
55,Acebrofilina Xarope Pediatrico,Medley Farmacêutica Ltda,545569,48,73582‐6,1478/2016,13/7/2016,AMERICANA/SP
56,ACECLOFENACO EMES,CIA LATINO AMERICANA,806873,1,581967,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
57,ACECLOFENACO EMES,CIA LATINO AMERICANA,806873,2,581968,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
58,ACERTIL 10MG,"Laboratórios Servier do BrasilLtda",3006091,60,85762,2865/2016; 3063/2016; 3166/2016,30/6/2016,"RUA SUD MEDUCI, 248 VILACENTRO                  CEP 08500-100FERRAZ DE VASCONCELOS - SP"
59,Acertil 10mg,"Laboratórios Servier do BrasilLtda",3007177,610,96031,1850854,27/11/2016,"Rodovia GO 139, zona Rural,Cristianápolis, GO"
60,Acertil 10mg,"Laboratórios Servier do BrasilLtda",3007177,286,96031,1850854,27/11/2016,"Rodovia GO 139, zona Rural,Cristianápolis, GO"
61,ACERTIL 10MG AG,"LABORATÓRIOS SERVIER DOBRASIL LTDA",3006453,100 UND,89275,2789/2016,12/6/2016,"RUA DOS CAPUCHINHOS, 387 VILAGUIOMAR - CEP 09090-640SANDRO ANDRÉ - SP"
62,"ACETATO DE DEXAMETASONA CREMEx 10G","União Química FarmacêuticaNacional",1614803,3.400 cartuchos,126806,4762/2016,4/7/2016,Guarulhos - SP
63,"ACETATO DE HIDROCORTISONACREME X 20G","UNIÃO QUÍMICAFARMACÊUTICA NACIONAL",1536637,34 cartuchos,104591,7016/2016,2/4/2016,RIBEIRÃO PRETO - SP
64,"ACETATO DE HIDROCORTISONACREME X 20G","União Química FarmacêuticaNacional",1538009,864 cartuchos,126806,4762/2016,4/7/2016,Guarulhos - SP
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Furtada/Extraviada",*No Nota Fiscal*,*No Boletim de Ocorrência*,"*Data do roubo ouextravio",*Local do roubo ou extravio
65,ACETILCISTEINA 100MG/5G 16 ENV 5G,"PRATI, DONADUZZI E CIALTDA",16F28D,06 UNIDADES,164045,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
66,ACETILCISTEINA 20MG/ML XPE VD 100ML,"PRATI, DONADUZZI E CIALTDA",16F94U,06 UNIDADES,164045,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
67,ACETILCISTEINA 40MG/ML XPE VD120ML,"PRATI, DONADUZZI E CIALTDA",16F85N,4 UNIDADES,163886,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
68,ACETILCISTEINA 600MG/5G 16 ENV 5G,"PRATI, DONADUZZI E CIALTDA",16H21L,03 UNIDADES,164045,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
69,ACICLOR,"KLEY HERTZ FARMACÊUTICAS/A",77028,36,57365,"BO no xxxxREDS 2016-001603880-001",21/1/2016,"SÃO JOSÉ DA LAGOA - MINASGERAIS"
70,ACICLOVIR,GEN,1510515,8UN,12769659,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
71,ACICLOVIR 200MG COMP CT BL 5 X5,"BRAINFARMA IND. QUIM. EFARM",B15K0966,600 UNIDADES,70213,2016-10806946,1/3/2016,CONTAGEM/MG
72,ACICLOVIR 400 MG,"SANDOZ DO BRASILINDÚSTRIA FARMACÊUTICALTDA.",FK5410,18,NF 123042,061-D/15-0284,4/8/2015,SÃO MIGUEL DOS CAMPOS - AL
73,ACICLOVIR 400 MG,"SANDOZ DO BRASILINDÚSTRIA FARMACÊUTICALTDA.",FK5410,40,NF 123044,061-D/15-0284,4/8/2015,SÃO MIGUEL DOS CAMPOS - AL
74,ACICLOVIR CR 10G,"PRATI, DONADUZZI E CIALTDA",16H55B,06 UNIDADES,163931,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
75,ACICLOVIR CR 10G,"PRATI, DONADUZZI E CIALTDA",16F69K,03 UNIDADES,162093,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
76,Aciclovir creme 10g,"Cifarma CientíficaFarmacêutica Ltda.",3IB92,112 unidades,127053,1930/2016,9/11/2016,São Paulo - SP
77,ACICLOVIR EMES,CIA LATINO AMERICANA,776598,1,581963,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
78,ACICLOVIR EMES,CIA LATINO AMERICANA,776598,1,581964,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
79,ACICLOVIR EMES,CIA LATINO AMERICANA,776598,1,581966,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
80,ACICLOVIR EMES,CIA LATINO AMERICANA,776598,2,581968,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
81,ACICLOVIR MEDLEY,CIA LATINO AMERICANA,15080668,1,581966,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
82,ACICLOVIR MEDLEY,CIA LATINO AMERICANA,15080668,1,581967,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
83,ACICLOVIR MERCK,CIA LATINO AMERICANA,BR68479,1,581966,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
84,ACICLOVIR RAMBAX,CIA LATINO AMERICANA,2690855,1,581964,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
85,ACICLOVIR RANBAX,CIA LATINO AMERICANA,2704964,3,581966,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
86,ACICLOVIR SEM,CIA LATINO AMERICANA,776598,1,581965,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
87,"ACIDO ACETILS 100MG COMP 20 BL X10","CIMED INDÚSTRIA DEMEDICAMENTOS LTDA",LOTE: 1601029,"90CARTUCHOS",60959,918-00943/2016,23/9/2016,"ETR RIO DOURO 801, BL 01 -PQ COLUMBIA - PAVUNA - RIODE JANEIRO/RJ"
88,"ACIDO ACETILS 500MG COMP 10 BL X10","CIMED INDÚSTRIA DEMEDICAMENTOS LTDA",LOTE: 1601843,"100CARTUCHOS",60959,918-00943/2016,23/9/2016,"ETR RIO DOURO 801, BL 01 -PQ COLUMBIA - PAVUNA - RIODE JANEIRO/RJ"
89,ACIDO FUSIDICO 20MG/G CR BG 1X15G,"BRAINFARMA IND. QUIM. EFARM",B15K0981,500 UNIDADES,70213,2016-10806946,1/3/2016,CONTAGEM/MG
90,ACIDO MEFENAMICO,CIA LATINO AMERICANA,15100838,1,581965,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
91,ACNEZIL,CIA LATINO AMERICANA,1512126,1,581967,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Furtada/Extraviada",*No Nota Fiscal*,*No Boletim de Ocorrência*,"*Data do roubo ouextravio",*Local do roubo ou extravio
92,ACNEZIL 50 MG/G GEL BG 20G,"CIMED INDÚSTRIA DEMEDICAMENTOS LTDA",LOTE: 1607712,"400CARTUCHOS",60959,918-00943/2016,23/9/2016,"ETR RIO DOURO 801, BL 01 -PQ COLUMBIA - PAVUNA - RIODE JANEIRO/RJ"
93,ACTEMRA,ROCHE,B1027B03,2 CAIXAS,577071,153005/2016/8095,23/11/2016,CARAZINHO - RS
94,ACTEMRA,ROCHE,B2048B08,3 CAIXAS,577071,153005/2016/8095,23/11/2016,CARAZINHO - RS
95,ACTEMRA,ROCHE,B2048B08,25 CAIXAS,261489,010-08555/2016,21/11/2016,Cid - Centro de Infusão
96,ACTILYSE 50 MG,BOEHRINGER INGELHEIM,502781,2,218008,1562/2016,10.02.2016,"RODOVIA BR 381, 86- JACANA -SÃO PAULO/SP"
97,"ACTIVELLE 1MG+0,5MG 28CP REV AG","EUROFARMALABORATÓRIOS S.A.",EF70590,25,918502,J2016041001616,23.05.2016,"R ARY PARREIRAS 1461,BAIRRO ALECRIM, NATAL, RIOGRANDE DO NORTE"
98,"ACTONEL CHRONOS 35MG x 4 CPRREV",SANOFI,531987,10,120186-1,2016/996752,24/9/2016,CAMPINA GRANDE SO SUL-PR
99,ACTSUN FPS 30,FARMOQUÍMICA S/A,160731,12,27213,918-01211/2016-01,24/11/2016,RIO DE JANEIRO- RJ
100,ACTSUN FPS 60,FARMOQUÍMICA S/A,1611571,12,27213,918-01211/2016-01,24/11/2016,RIO DE JANEIRO- RJ
101,ACTSUN FPS 60,FARMOQUÍMICA S/A,1611571,12,27186,918-01211/2016-01,24/11/2016,RIO DE JANEIRO- RJ
102,ACTSUN FPS 60 COLOR,FARMOQUÍMICA S/A,161639,96,27213,918-01211/2016-01,24/11/2016,RIO DE JANEIRO- RJ
103,ACTSUN FPS 60 COLOR,FARMOQUÍMICA S/A,161639,24,27186,918-01211/2016-01,24/11/2016,RIO DE JANEIRO- RJ
104,adalat retard,bayer,BXH39R1,1UN,12769659,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
105,ADAPTIS 1%,CIA LATINO AMERICANA,12,2,581969,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
106,ADDERA D3,CIA LATINO AMERICANA,B15L1434,3,581965,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
107,ADDERA D3,CIA LATINO AMERICANA,B15M1609,3,581965,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
108,ADDERA D3,CIA LATINO AMERICANA,B15M1609,8,581965,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
109,ADDERA D3,CIA LATINO AMERICANA,B15M1324,1,581962,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
110,ADDERA D3,CIA LATINO AMERICANA,B15M1609,1,581963,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
111,ADDERA D3,CIA LATINO AMERICANA,B15H1205,6,581964,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
112,ADDERA D3,CIA LATINO AMERICANA,B15M1324,4,581964,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
113,ADDERA D3,CIA LATINO AMERICANA,B15L1434,2,581966,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
114,ADDERA D3,CIA LATINO AMERICANA,B15M1609,2,581966,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
115,ADDERA D3,CIA LATINO AMERICANA,B15M1324,4,581966,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
116,ADDERA D3,CIA LATINO AMERICANA,B15H1205,1,581968,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
117,ADDERA D3,CIA LATINO AMERICANA,B15M1324,2,581971,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
118,ADDERA D3,CIA LATINO AMERICANA,B15M1324,5,581969,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
119,ADEFORTE,D.CENTER,P15K346,1,993129,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
120,ADEFORTE,D.CENTER,P15K346,3,993184,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
121,ADEFORTE,D.CENTER,P15K346,1,993265,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
122,ADEFORTE,CIA LATINO AMERICANA,P15K346,1,581968,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
123,ADEFORTE USO ORAL 1AMP 3ML,ANB PHARMA,P15K347,3,929487,2016/140556,5/2/2016,RUA NOVA ESPERANÇA
124,ADEFORTE USO ORAL 1AMP 3ML,ANB FARMA – PINHAIS,P15K347,3,929487,2016/140556,5/2/2016,RUA NOVA ESPERANÇA
125,ADEROGIL GOTAS 10 ML - NUTRA,SANOFI,6E3443,40,128163-1,6169/2016,19/11/2016,SÃO PAULO-SP
126,ADERRA D3 GTS FR 10 ML,COSMED IND COSM MED S/A,B13K1046,432 UNIDADES,52185,2016-10617593,16.02.2016,CONTAGEM/MG
127,ADOLESS,FARMOQUÍMICA S/A,160646,192,14984,00442/2016.000351-7,3/7/2016,BR-010 KM 136 - PARÁ
128,ADOLESS,FARMOQUÍMICA S/A,161457,96,27244,918-01211/2016-01,24/11/2016,RIO DE JANEIRO- RJ
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Furtada/Extraviada",*No Nota Fiscal*,*No Boletim de Ocorrência*,"*Data do roubo ouextravio",*Local do roubo ou extravio
129,ADOLESS,FARMOQUÍMICA S/A,161732,96,27244,918-01211/2016-01,24/11/2016,RIO DE JANEIRO- RJ
130,ADOLESS,FARMOQUÍMICA S/A,161457,192,27189,918-01211/2016-01,24/11/2016,RIO DE JANEIRO- RJ
131,ADOLESS,FARMOQUÍMICA S/A,161457,96,27409,918-01211/2016-01,24/11/2016,RIO DE JANEIRO- RJ
132,Adren - Epinefrina 1g/1000mL,Hipolabor Farmacêutica LTDA,D-040/16,6 caixas,92167,Ocorrência n° 15405/2016,"Data ocorrência:04/10/2016",Vitoria de Santo Antão/PE
133,AD-TIL,"TAKEDA DISTRIBUIDORALTDA",355235,480,000151820,9229/2016,13/12/2016,Montenegro - RS
134,ADVIL,CIA LATINO AMERICANA,150034,1,581963,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
135,ADVIL,"WYETH INDÚSTRIAFARMACÊUTICA LTDA",100826,24,44736,337-2016,24/2/2016,"RODOVIA 381 FERNÃO DIAS -TERRA PRETA - MAIRIPORÂ/SP"
136,ADVIL EXTRA ALIVIO,CIA LATINO AMERICANA,150034,1,581965,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
137,ADVVIL EX ALIVIO,CIA LATINO AMERICANA,150218,1,581966,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
138,Aebol 100 mg AG,"ZYDUS NIKKHOFARMACÊUTICA",MR11448,6,44139,1356/2016,26/9/2016,"Marginal Anhaguera, Campinas -São Judas - Sumare/ SP"
139,AEBOL 100MG AG,"ZYDUS NIKKHOFARMACÊUTICA",MR11447,9,38619,7162/2016,7/7/2016,SÃO PAULO / SP
140,AEBOL 25MG AG,"ZYDUS NIKKHOFARMACÊUTICA",MR11446,11,38619,7162/2016,7/7/2016,SÃO PAULO / SP
141,AEROLIN,CIA LATINO AMERICANA,F92A,4,581965,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
142,AEROLIN,CIA LATINO AMERICANA,F92A,5,581964,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
143,AEROLIN,CIA LATINO AMERICANA,F92A,3,581966,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
144,AEROLIN,CIA LATINO AMERICANA,F925A,2,581968,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
145,AEROLIN 2MG CX C/20 COMP,GSK,UK0238V1,150,425068 - 11,308-6162/2016,21/11/2016,Maracanau - CE
146,AEROLIN 4MG CX C/20 COMP,GSK,VK0152V,50,425068 - 11,308-6162/2016,21/11/2016,Maracanau - CE
147,AEROLIN NEBULES X 20 FLACONETE,GSK,FV0439,270,425062 - 11,308-6162/2016,21/11/2016,Maracanau - CE
148,AEROLIN SOL 5MG/ML FR.10ML,GSK,C778050,600,425062 - 11,308-6162/2016,21/11/2016,Maracanau - CE
149,AEROLIN SPRAY LT C/200 DS,GSK,YW4Y,200,425068 - 11,308-6162/2016,21/11/2016,Maracanau - CE
150,AEROLIN XAROPE 120ML SUGARFREE,GSK,VL0204V,40,425068 - 11,308-6162/2016,21/11/2016,Maracanau - CE
151,AFRIN NASAL,CIA LATINO AMERICANA,P1096,1,581963,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
152,AFRIN NASAL,CIA LATINO AMERICANA,468209,1,581966,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
153,ÁGUA PARA INJEÇÃO SF,"HALEX ISTAR INDÚSTRIAFARMACÊUTICA LTDA",0000095466,458 UNIDADES,218709,94/2016,11/1/2016,GOIÂNIA-GO
154,ÁGUA PARA INJEÇÃO SF,"HALEX ISTAR INDÚSTRIAFARMACÊUTICA LTDA",0000095467,952 UNIDADES,218709,94/2016,11/1/2016,GOIÂNIA-GO
155,ÁGUA PARA INJETÁVEIS (DILUENTE),"NOVAFARMA INDÚSTRIAFARMACÊUTICA LTDA.",60406121,4 CAIXAS,70002,793130,1/6/2016,"AVENIDA CENTRAL, QD 195, LT01, S/N, SETOR EMPRESARIALGOIÂNIA/GO - BRASIL"
156,ÁGUA PARA INJETÁVEIS (DILUENTE),"NOVAFARMA INDÚSTRIAFARMACÊUTICA LTDA.",60406121,12 CAIXAS,70003,793130,1/6/2016,"AVENIDA CENTRAL, QD 195, LT01, S/N, SETOR EMPRESARIALGOIÂNIA/GO - BRASIL"
"",Produto*,Empresa*,No Lote*,"*QuantidadeRoubada/Furtada/Extraviada",*No Nota Fiscal*,*No Boletim de Ocorrência*,"*Data do roubo ouextravio",*Local do roubo ou extravio
157,ÁGUA PARA INJETÁVEIS (DILUENTE),"NOVAFARMA INDÚSTRIAFARMACÊUTICA LTDA.",60406121,41 CAIXAS,70004,793130,1/6/2016,"AVENIDA CENTRAL, QD 195, LT01, S/N, SETOR EMPRESARIALGOIÂNIA/GO - BRASIL"
158,AIDE 3 SOL OR 5ML AG,"EUROFARMALABORATÓRIOS S.A.",15090112,15,922978,J2016041001616,23.05.2016,"R ARY PARREIRAS 1461,BAIRRO ALECRIM, NATAL, RIOGRANDE DO NORTE"
159,AIXA,CIA LATINO AMERICANA,1646202,1,581965,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
160,AIXA,CIA LATINO AMERICANA,1646202,1,581964,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
161,Aixa Comp Rev c/ 21,Medley Farmacêutica Ltda,1728130,240,73693‐6,1478/2016,13/7/2016,AMERICANA/SP
162,Aixa Comp Rev c/ 63,Medley Farmacêutica Ltda,1728131,50,73693‐6,1478/2016,13/7/2016,AMERICANA/SP
163,AKINETON,"ABBOTT LABORATÓRIOS DOBRASIL",1011030,1.584 UNIDADES,42945,918-00587/2016,11/6/2016,RIO DE JANEIRO - RJ
164,AKINETON,"ABBOTT LABORATÓRIOS DOBRASIL",1011030,198 UNIDADES,43002,918-00587/2016,11/6/2016,RIO DE JANEIRO - RJ
165,Akineton,Abbott Laboratórios do Brasil,1011736,160 caixas,50825,9229/2016,12/12/2016,Porto Alegre - RS
166,ALBENDAZOL,GEOLAB,1505182,3UN,989740,-,-,BR 277 PALMEIRA-PR
167,ALBENDAZOL 400MG 1 CPS,"PRATI, DONADUZZI E CIALTDA",16G20N,16 UNIDADES,163886,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
168,ALBENDAZOL 400MG 1 CPS,"PRATI, DONADUZZI E CIALTDA",16G20N,36 UNIDADES,163967,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
169,ALBENDAZOL 400MG 1 CPS,"PRATI, DONADUZZI E CIALTDA",16G20N,60 UNIDADES,164045,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
170,ALBENDAZOL 400MG 5 CPS,"PRATI, DONADUZZI E CIALTDA",16G63S,12 UNIDADES,164045,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
171,ALBENDAZOL 40MG/ML SUS PL 10ML,"PRATI, DONADUZZI E CIALTDA",16H55C,16 UNIDADES,163886,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
172,ALBENDAZOL 40MG/ML SUS PL 10ML,"PRATI, DONADUZZI E CIALTDA",16H55C,06 UNIDADES,163979,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
173,ALBENDAZOL 40MG/ML SUS PL 10ML,"PRATI, DONADUZZI E CIALTDA",16H55C,60 UNIDADES,164045,CIAD/P-2016-13658017,1/10/2016,ESMERALDAS
174,ALBENDAZOL EMES,CIA LATINO AMERICANA,802082,2,581963,2016/58631,15/1/2016,BR 277 PALMEIRA-PR
175,ALBOCRESIL,"TAKEDA DISTRIBUIDORALTDA",352865,29,000151820,9229/2016,13/12/2016,Montenegro - RS
176,ALBOCRESIL,"TAKEDA DISTRIBUIDORALTDA",352866,2,000151820,9229/2016,13/12/2016,Montenegro - RS
177,ALBOCRESIL,"TAKEDA DISTRIBUIDORALTDA",353613,5,000151820,9229/2016,13/12/2016,Montenegro - RS
