Produto Saúde,Empresa,No lote,"Quantidade Roubada/Furtada/Extraviada",No Nota Fiscal,No Boletim de Ocorrência,"Data do rouboou extravio",Local do roubo ou extravio
TEXTURIZADA,LTDA,3499740,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3538775,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3538777,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3583113,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3583102,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3583112,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3583106,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3486656,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3499616,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3499614,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3499620,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3485836,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3485840,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3485834,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3485837,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3485839,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3485841,,EXP 589/10,,21/09/2010,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3645947,,EXP 059/11,,09/02/2011,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3645948,,EXP 059/11,,09/02/2011,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3660868,,EXP 059/11,,09/02/2011,
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3660869,,EXP 059/11,,09/02/2011,
"",,,Quantidade Roubada/,,,Data do roubo,
Produto Saúde,Empresa,No lote,Furtada/Extraviada,No Nota Fiscal,No Boletim de Ocorrência,ou extravio,Local do roubo ou extravio
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3671222,,,391/2011,02/03/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3766159,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3766160,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3766161,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3766162,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3766164,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3777228,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3777230,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3777231,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3725398,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3765879,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3765880,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3745511,1,340/11,,15/06/2011,Costa Rica
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3766159,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3766160,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3766161,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3766162,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3766164,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3777228,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3777230,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3777231,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3725398,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3765879,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3765880,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED - IND. DE IMPLANTES,,,,,,
TEXTURIZADA,LTDA,3745511,1,RO N° 1224/2011 - DELDIA/SR/DPF/RJ24/06/2011,,,Rio de Janeiro - RJ
"",,,Quantidade Roubada/,,,Data do roubo,
Produto Saúde,Empresa,No lote,Furtada/Extraviada,No Nota Fiscal,No Boletim de Ocorrência,ou extravio,Local do roubo ou extravio
IMPLANTE MAMÁRIO SUPERFÍCIE,,,,,,,
TEXTURIZADA,SILIMED,3577174,,,020-04709/2011,01/08/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,,,,,,,
TEXTURIZADA,SILIMED,3617870,,,020-04709/2011,01/08/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,,,,,,,
TEXTURIZADA,SILIMED,3756252,,,020-04709/2011,01/08/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,,,,,,,
TEXTURIZADA,SILIMED,3727197,,,020-04709/2011,01/08/2011,Rio de Janeiro - RJ
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,3809968,,,,,
TEXTURIZADA,IMPLANTES,,1,4241,2011/781070,16/09/2011,S. J. DOS PINHAIS - PR
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,3809970,,,,,
TEXTURIZADA,IMPLANTES,,1,4241,2011/781070,16/09/2011,S. J. DOS PINHAIS - PR
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,3731709,,,,,
TEXTURIZADA,IMPLANTES,,1,4241,2011/781070,16/09/2011,S. J. DOS PINHAIS - PR
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,3731710,,,,,
TEXTURIZADA,IMPLANTES,,1,4241,2011/781070,16/09/2011,S. J. DOS PINHAIS - PR
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3874041,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3883737,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3883738,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3892904,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3892905,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3892907,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3892908,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3892910,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3892911,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3825816,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3825817,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3825818,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3825820,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3825822,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3825823,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3825950,1,,,18/11/2011,COSTA RICA
IMPLANTE MAMÁRIO SUPERFÍCIE,SILIMED INDÚSTRIA DE,,,,,,
TEXTURIZADA,IMPLANTES,3825951,1,,,18/11/2011,COSTA RICA
Produto Saúde,Empresa,No lote,"Quantidade Roubada/Furtada/Extraviada",No Nota Fiscal,No Boletim de Ocorrência,"Data do rouboou extravio",Local do roubo ou extravio
"IMPLANTE MAMÁRIO SUPERFÍCIETEXTURIZADA","SILIMED INDÚSTRIA DEIMPLANTES",3888236,1,,,18/11/2011,COSTA RICA
IMPLANTE PENIANO,"SILIMED - IND. DE IMPLANTESLTDA",3671367,,,391/2011,02/03/2011,Rio de Janeiro - RJ
IMPLANTE PENIANO,"SILIMED - IND. DE IMPLANTESLTDA",3671368,,,391/2011,02/03/2011,Rio de Janeiro - RJ
"IMPLANTE TITAMAX TI CORTICAL3.75 X 11.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800022090,2,6393,1709/2056,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI CORTICAL3.75 X 11.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800018586,2,6393,1709/2060,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI CORTICAL3.75 X 11.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800024018,1,6393,1709/2063,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI CORTICAL3.75 X 13","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800024135,2,6393,1709/2057,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI CORTICAL3.75 X 13.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800021793,2,6393,1709/2061,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI CORTICAL3.75 X 9.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800018880,2,6393,1709/2055,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI CORTICAL3.75 X 9.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800016333,1,6393,1709/2062,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI CORTICAL4.0 X 11.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800015717,1,6393,1709/2065,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI CORTICAL4.0 X 9.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",80014952,1,6393,1709/2058,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI CORTICAL4.0 X 9.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800016669,1,6393,1709/2059,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI CORTICAL4.0 X 9.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800014983,1,6393,1709/2064,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI EX(4.1)3.75X11.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800024018,1,6393,1709/2029,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI EX(4.1)3.75X9.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800016333,1,6393,1709/2028,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI EX(4.1)4.0X11.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800015717,1,6393,1709/2031,20/09/2011,BAURU - SP
"IMPLANTE TITAMAX TI EX(4.1)4.0X9.0","JJGC IND. E COMERCIO DEMATERIAIS DENTARIOS",800014983,1,6393,1709/2030,20/09/2011,BAURU - SP
"INSTRUMENTAL SP2 TIBIA - A -250X250MM","BIOMECANICA IND. COM. DEPRODUTOS ORTOPEDICOS LTDA",AMOSTRA,1,13364,10050/2011,29/11/2011,RIO GRANDE DO SUL - RS
"INSTRUMENTAL SP2 TIBIA - B -250X250MM","BIOMECANICA IND. COM. DEPRODUTOS ORTOPEDICOS LTDA",AMOSTRA,1,13364,10050/2011,29/11/2011,RIO GRANDE DO SUL - RS
IV-3000,"POLITEC IMPORTAÇÃO ECOMERCIO LTDA",1114,"2 CAIXAS COM 100CURATIVOS CADA",55644,3938/2011,13/09/2011,SÃO PAULO - SP
KIT CANULA CAVA DUPLA/A,MAKET GETNGE GROUP,3611,5,11711,64/2011,16/07/2011,Professor Jamil - GO
KIT CANULA CAVA DUPLA/A,MAKET GETNGE GROUP,3611,5,11704,64/2011,16/07/2011,Professor Jamil - GO
KIT REA TESTE RAPIDO HIV 1/2 20,"INSTITUTO DE TECNOLOGIA EMIMUNOBIOLÓGICOS BIO-MANGUINHOS",113TR006Z,4,4703,"TERMO DE DIVERGÂNCIA079/2011/SADM/CGAD/DLOG/SE/MS",,
KIT REA TESTE RAPIDO HIV 1/2 20,"INSTITUTO DE TECNOLOGIA EMIMUNOBIOLÓGICOS BIO-MANGUINHOS",113TR007Z,36,,"TERMO DE DIVERGÂNCIA079/2011/SADM/CGAD/DLOG/SE/MS",,
"",,,Quantidade Roubada/,,,Data do roubo,
Produto Saúde,Empresa,No lote,Furtada/Extraviada,No Nota Fiscal,No Boletim de Ocorrência,ou extravio,Local do roubo ou extravio
"",HOSPIRA PRODUTOS,,,,,,
LOCKBOX (SMALL) 150 ML,HOSPITALARES,830032P,18,5554,3485/2011,06/04/2011,Mairiporã - SP
LUVA PARA PERFURAÇÃO INICIAL,BIOMECANICA IND. COM. DE,,,,,,
"",,WA67250,1,13364,10050/2011,29/11/2011,RIO GRANDE DO SUL - RS
"3,7MM",PRODUTOS ORTOPEDICOS LTDA,,,,,,
M5200-AF SÉRIE No CI11010D026,MALLINCKRODT DO BRASIL LTDA,,1,15545,00348/1918/2011,14/02/2011,Duque de Caxias - RJ
"",BIOMECANICA IND. COM. DE,,,,,,
MARTELO,,VL66669-A,1,13364,10050/2011,29/11/2011,RIO GRANDE DO SUL - RS
"",PRODUTOS ORTOPEDICOS LTDA,,,,,,
"",SILIMED - IND. DE IMPLANTES,,,,,,
MEDGEL COAT,LTDA,P11D10547,6,,,01/09/2011,EXTRAVIO CORREIOS
"",SILIMED INDÚSTRIA DE,P11F1563,,,,,
MEDGEL COAT,IMPLANTES,,63,,,,EGITO
"",SILIMED INDÚSTRIA DE,P11F1564,,,,,
MEDGEL COAT,IMPLANTES,,100,,,,EGITO
"",SILIMED INDÚSTRIA DE,P11F21057,,,,,
MEDGEL COAT,IMPLANTES,,100,,,,EGITO
"",SILIMED INDÚSTRIA DE,P11F21059,,,,,
MEDGEL COAT,IMPLANTES,,100,,,,EGITO
"",SILIMED INDÚSTRIA DE,P11F21060,,,,,
MEDGEL COAT,IMPLANTES,,100,,,,EGITO
"",SILIMED INDÚSTRIA DE,P11F21061,,,,,
MEDGEL COAT,IMPLANTES,,37,,,,EGITO
MEDGEL- GEL DE SILICONE PARA,SILIMED INDÚSTRIA DE,P11F21866,,,,,
TRATAMENTO DE CICATRIZES,IMPLANTES,,12,,,,EGITO
MEDGEL- GEL DE SILICONE PARA,SILIMED INDÚSTRIA DE,P11F23640,,,,,
TRATAMENTO DE CICATRIZES,IMPLANTES,,13,,,,EGITO
MEDGEL- GEL DE SILICONE PARA,SILIMED INDÚSTRIA DE,P11F24700,,,,,
TRATAMENTO DE CICATRIZES,IMPLANTES,,15,,,,EGITO
MEDGEL-GEL DE SILICONE PARA,SILIMED - IND. DE IMPLANTES,,,,,,
TRATAMENTO DE CICATRIZES,LTDA,P11F16455,13,,,01/09/2011,EXTRAVIO CORREIOS
MEDGEL-GEL DE SILICONE PARA,SILIMED - IND. DE IMPLANTES,,,,,,
TRATAMENTO DE CICATRIZES,LTDA,P11G17241,8,,,01/09/2011,EXTRAVIO CORREIOS
MEDGEL-GEL DE SILICONE PARA,SILIMED - IND. DE IMPLANTES,,,,,,
TRATAMENTO DE CICATRIZES,LTDA,P11E11629,10,,,01/09/2011,EXTRAVIO CORREIOS
"",JJGC IND. E COMERCIO DE,,,,,,
MEDIDOR DE ALTURA CM,,800019113,1,6393,1709/2037,20/09/2011,BAURU - SP
"",MATERIAIS DENTARIOS,,,,,,
"",BIOMECANICA IND. COM. DE,,,,,,
MEDIDOR DE PROFUNDIDADE,,OP13374,1,13364,10050/2011,29/11/2011,RIO GRANDE DO SUL - RS
"",PRODUTOS ORTOPEDICOS LTDA,,,,,,
MELOLIN - CURATIVO ABSORVENTE,POLITEC IMPORTAÇÃO E,,5 CAIXAS COM 100,,,,
"",,1029B,,55644,3938/2011,13/09/2011,SÃO PAULO - SP
NÃO ADERENTE,COMERCIO LTDA,,CURATIVOS CADA,,,,
MELOLIN - CURATIVO ABSORVENTE,POLITEC IMPORTAÇÃO E,,1 CAIXA COM 100,,,,
"",,1037B,,55644,3938/2011,13/09/2011,SÃO PAULO - SP
NÃO ADERENTE,COMERCIO LTDA,,CURATIVOS CADA,,,,
MINI CEC MAQUET ADULTO,MAKET GETNGE GROUP,9011,5,11711,64/2011,16/07/2011,Professor Jamil - GO
MINI CEC MAQUET ADULTO,MAKET GETNGE GROUP,9011,5,11704,64/2011,16/07/2011,Professor Jamil - GO
"",SILIMED - IND. DE IMPLANTES,,,,,,
MODELADOR NASAL,LTDA,8382176,1,,,01/09/2011,EXTRAVIO CORREIOS
"",SILIMED - IND. DE IMPLANTES,,,,,,
MODELADOR NASAL,LTDA,8345993,1,,,01/09/2011,EXTRAVIO CORREIOS
"",SILIMED - IND. DE IMPLANTES,,,,,,
MODELADOR NASAL,LTDA,8369814,1,,,01/09/2011,EXTRAVIO CORREIOS
"",,,Quantidade Roubada/,,,Data do roubo,
Produto Saúde,Empresa,No lote,Furtada/Extraviada,No Nota Fiscal,No Boletim de Ocorrência,ou extravio,Local do roubo ou extravio
MÓDULO EXTERNO CURTO 0 o,SURGICAL LINE COM. DE PROD.,,,,178/2011 -,,
SINTEA BIOTECH,HOSP. LTDA,3329,1,1186,DELDIA/SR/DPF/RJ,02/02/2011,Rio de Janeiro - RJ
MÓDULO EXTERNO CURTO SINTEA,SURGICAL LINE COM. DE PROD.,,,,178/2011 -,,
BIOTECH,HOSP. LTDA,4175,1,1186,DELDIA/SR/DPF/RJ,02/02/2011,Rio de Janeiro - RJ
MÓDULO EXTERNO LONGO SINTEA,SURGICAL LINE COM. DE PROD.,,,,178/2011 -,,
BIOTECH,HOSP. LTDA,2717,1,1186,DELDIA/SR/DPF/RJ,02/02/2011,Rio de Janeiro - RJ
MÓDULO EXTERNO PADRÃO,SURGICAL LINE COM. DE PROD.,,,,178/2011 -,,
SINTEA BIOTCH,HOSP. LTDA,2716,1,1186,DELDIA/SR/DPF/RJ,02/02/2011,Rio de Janeiro - RJ
MÓDULO INTERNO LONGO 10o,SURGICAL LINE COM. DE PROD.,,,,178/2011 -,,
SINTEA BIOTECH,HOSP. LTDA,3334,1,1186,DELDIA/SR/DPF/RJ,02/02/2011,Rio de Janeiro - RJ
MÓDULO INTERNO PADRÃO 5,SURGICAL LINE COM. DE PROD.,,,,178/2011 -,,
SINTEA BIOTECH,HOSP. LTDA,4178,1,1186,DELDIA/SR/DPF/RJ,02/02/2011,Rio de Janeiro - RJ
"",JJGC IND. E COMERCIO DE,,,,,,
MONTA-IMPLANTE LONGO 3.3,,800010434,1,6393,1709/2034,20/09/2011,BAURU - SP
"",MATERIAIS DENTARIOS,,,,,,
"",POLITEC IMPORTAÇÃO E,,,,,,
OPSITE FLEXIFIX,,1101,20,55644,3938/2011,13/09/2011,SÃO PAULO - SP
"",COMERCIO LTDA,,,,,,
"",POLITEC IMPORTAÇÃO E,,,,,,
OPSITE FLEXIFIX,,1109,20,55644,3938/2011,13/09/2011,SÃO PAULO - SP
"",COMERCIO LTDA,,,,,,
"",POLITEC IMPORTAÇÃO E,,,,,,
OPSITE FLEXIFIX,,1112,15,55644,3938/2011,13/09/2011,SÃO PAULO - SP
"",COMERCIO LTDA,,,,,,
OPSITE INCISE - PELICULA ADESIVA,POLITEC IMPORTAÇÃO E,,1 CAIXA COM 10 CURATIVOS,,,,
"",,1121,,55644,3938/2011,13/09/2011,SÃO PAULO - SP
INCISIONAL,COMERCIO LTDA,,CADA,,,,
ORGANONEURO CEREBRAL,Laboratório Gross S.A.,P11H222,6,102395,,25/11/2011,Belém/PA (destino)
OXIG. DE MEMBRANA VKMO-71000 -,,,,,,,
701033174,MAKET GETNGE GROUP,70060057,5,11711,64/2011,16/07/2011,Professor Jamil - GO
OXIG. DE MEMBRANA VKMO-71000 -,,,,,,,
701033174,MAKET GETNGE GROUP,70060904,5,11704,64/2011,16/07/2011,Professor Jamil - GO
OXIG. DE MEMBRANA VKMO-71000 -,,,,,,,
701033174,MAKET GETNGE GROUP,70060904,5,11712,64/2011,16/07/2011,Professor Jamil - GO
PARAFUSO ACETABULAR TI DIAM.,,,,,,,
"6,5x25MM",MDT - IND. COM. IMP. EXP. LTDA,05731M,1,16575,CORREIOS,CORREIOS,CORREIOS
"",SYNTHES INDÚSTRIA E,,,,,,
PARAFUSO CORTICAL AUTOR.,COMÉRCIO LTDA.,3520232,1,49304,2510/2011,06/04/2011,São Paulo - SP
"",SYNTHES INDÚSTRIA E,,,,,,
PARAFUSO CORTICAL AUTOR.,COMÉRCIO LTDA.,3566641,1,49304,2510/2011,06/04/2011,São Paulo - SP
"",SYNTHES INDÚSTRIA E,,,,,,
PARAFUSO CORTICAL AUTOR.,COMÉRCIO LTDA.,35872800,1,49304,2510/2011,06/04/2011,São Paulo - SP
"",SYNTHES INDÚSTRIA E,,,,,,
PARAFUSO CORTICAL AUTOR.,COMÉRCIO LTDA.,2640143,1,49304,2510/2011,06/04/2011,São Paulo - SP
"",SYNTHES INDÚSTRIA E,,,,,,
PARAFUSO CORTICAL AUTOR.,COMÉRCIO LTDA.,2682231,1,49304,2510/2011,06/04/2011,São Paulo - SP
"",SYNTHES INDÚSTRIA E,,,,,,
PARAFUSO CORTICAL AUTOR.,COMÉRCIO LTDA.,3466464,1,49304,2510/2011,06/04/2011,São Paulo - SP
"",SYNTHES INDÚSTRIA E,,,,,,
